key,uuid,name,comment,subtype,reference_flow,declared_unit,declared_amount,mass_kg_per_declared_unit,reference_year,valid_until,geography,dataset_version,source_url
sand_lime_brick_avg,cc0d7baa-755a-4a4a-baf3-4fe53d68a041,Sand-lime brick,"Sand-lime brick, industry average",average dataset,Kalksandstein (),kg,1000.0,1000.0,2021,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/cc0d7baa-755a-4a4a-baf3-4fe53d68a041
lwc_block_pumice,a1deced7-6fa9-4266-bc86-da75b3653b06,Lightweight concrete block from 100% natural pumice,"Lightweight concrete block, natural pumice",generic dataset,Lightweight concrete block from 100% natural pumice,m3,1.0,500.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/a1deced7-6fa9-4266-bc86-da75b3653b06
landfill_municipal,0debb933-3fab-469d-bed8-a6277908c132,Municipal waste landfill,Municipal waste landfill (C4),generic dataset,Municipal waste landfill,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/0debb933-3fab-469d-bed8-a6277908c132
clay_powder,a60489dc-32f2-4ff6-83d2-eb8f4f630ebd,Clay powder,Clay powder,generic dataset,Clay powder,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/a60489dc-32f2-4ff6-83d2-eb8f4f630ebd
recycling_readymix_C20_25,8f11c179-e367-4833-93f3-10597923c79c,Recycling ready-mix concrete C20/25,Ready-mix concrete C20/25 with recycled aggregate,generic dataset,Recycling ready-mix concrete C20/25,m3,1.0,2297.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/8f11c179-e367-4833-93f3-10597923c79c
concrete_C8_10,83fae93c-605a-449c-8508-525ea1bc58ba,Concrete C8/10,"Concrete C8/10, industry average (InformationsZentrum Beton)",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/83fae93c-605a-449c-8508-525ea1bc58ba
concrete_C12_15,d9d204f1-453f-401e-8e48-7f078d30054f,Concrete C12/15,"Concrete C12/15, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/d9d204f1-453f-401e-8e48-7f078d30054f
concrete_C16_20,fee19a6f-6f79-4906-88fd-41e94757aa3c,Concrete C16/20,"Concrete C16/20, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/fee19a6f-6f79-4906-88fd-41e94757aa3c
concrete_C20_25,d5d98d4b-a9ba-4fb3-b2d2-6766f8ef5a59,Concrete C20/25,"Concrete C20/25, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/d5d98d4b-a9ba-4fb3-b2d2-6766f8ef5a59
concrete_C25_30,8347f9a7-f4ec-4a36-a266-a0281f5fd16d,Concrete C25/30,"Concrete C25/30, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/8347f9a7-f4ec-4a36-a266-a0281f5fd16d
concrete_C30_37,b3fb0ba9-2376-49bf-b21a-7f7a5cd97233,Concrete C30/37,"Concrete C30/37, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b3fb0ba9-2376-49bf-b21a-7f7a5cd97233
concrete_C35_45,90999905-ace2-49ee-90f0-f2a649c8989e,Concrete C35/45,"Concrete C35/45, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/90999905-ace2-49ee-90f0-f2a649c8989e
concrete_C50_60,5f9cf5f3-c5e1-4b32-8359-a9102f1483ec,Concrete C50/60,"Concrete C50/60, industry average",average dataset,1 m³ Konstruktionsbeton C 30/37 (1 m³ Konstruktionsbeton C 30/37),m3,1.0,2400.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/5f9cf5f3-c5e1-4b32-8359-a9102f1483ec
readymix_C20_25,e3d7a045-ee91-43ac-8fb4-a5216c65ba0b,Ready-mix concrete C20/25,"Ready-mix concrete C20/25, generic",generic dataset,Ready-mix concrete C20/25,m3,1.0,2296.9,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/e3d7a045-ee91-43ac-8fb4-a5216c65ba0b
readymix_C30_37,d6f982e3-beda-49f0-a298-694fcbf3ba38,Ready-mix concrete C30/37,"Ready-mix concrete C30/37, generic",generic dataset,Ready-mix concrete C30/37,m3,1.0,2305.888889,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/d6f982e3-beda-49f0-a298-694fcbf3ba38
readymix_C50_60,0a1fa7f9-ad49-4942-a173-cb8c4ad99c9b,Ready-mix concrete C50/60,"Ready-mix concrete C50/60, generic",generic dataset,Ready-mix concrete C50/60,m3,1.0,2316.6,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/0a1fa7f9-ad49-4942-a173-cb8c4ad99c9b
recycling_readymix_C30_37,3e15eb88-e824-4a81-972a-45e06930aa19,Recycling ready-mix concrete C30/37,Ready-mix concrete C30/37 with recycled aggregate,generic dataset,Recycling ready-mix concrete C30/37,m3,1.0,2306.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/3e15eb88-e824-4a81-972a-45e06930aa19
cement_CEM_II_32_5,0808539c-0cd5-4561-b4a0-058c6f4c7b04,"Cement (CEM II 32,5)","Cement CEM II 32.5, generic",generic dataset,"Cement (CEM II 32,5)",kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/0808539c-0cd5-4561-b4a0-058c6f4c7b04
cement_CEM_II_42_5,1f9e860b-307b-47c3-8cb7-83aff71b0494,"Cement (CEM II 42,5)","Cement CEM II 42.5, generic",generic dataset,"Cement (CEM II 42,5)",kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/1f9e860b-307b-47c3-8cb7-83aff71b0494
cement_CEM_II_A,aaaedf41-a759-4756-bd55-cd2af3af17f4,Cement (CEM II/A),"Cement CEM II/A, generic",generic dataset,Cement (CEM II/A),kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/aaaedf41-a759-4756-bd55-cd2af3af17f4
cement_CEM_II_B,3be4fe78-86d4-4497-9e9d-173b87f321f4,Cement (CEM II/B),"Cement CEM II/B, generic",generic dataset,Cement (CEM II/B),kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/3be4fe78-86d4-4497-9e9d-173b87f321f4
cement_CEM_III_42_5,8f4e4fdb-fa6c-46b3-8680-57120c4bee5e,"Cement (CEM III 42,5)","Cement CEM III 42.5, generic",generic dataset,"Cement (CEM III 42,5)",kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/8f4e4fdb-fa6c-46b3-8680-57120c4bee5e
cement_CEM_III_A_avg,202fc149-0a84-40c8-a5d3-fbb5cdcb55a8,Blast-furnace cement CEM III/A - Hydraulic cement,"Blast-furnace cement CEM III/A, industry average (VDZ)",average dataset,Blast-furnace cement CEM III/A - Hydraulic cement,kg,1000.0,1000.0,2022,2027,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/202fc149-0a84-40c8-a5d3-fbb5cdcb55a8
cement_CEM_IV_32_5,75a02ed2-9e8d-4c49-add1-b41b85adf3e7,"Cement (CEM IV 32,5)","Cement CEM IV 32.5, generic",generic dataset,"Cement (CEM IV 32,5)",kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/75a02ed2-9e8d-4c49-add1-b41b85adf3e7
cement_mortar,96171066-34d9-4b33-b1e6-3af1ea11db61,Cement mortar,"Cement mortar, generic",generic dataset,Cement mortar,m3,1.0,2000.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/96171066-34d9-4b33-b1e6-3af1ea11db61
lime_cement_mortar,af98c17b-b748-4d08-b5d5-9ff028ae7f25,Lime cement mortar,"Lime cement mortar, generic",generic dataset,Lime cement mortar,m3,1.0,1800.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/af98c17b-b748-4d08-b5d5-9ff028ae7f25
lime_plaster,ddc96ae4-086c-4033-9e45-c5589f1661ba,Lime plaster,"Lime plaster, generic",generic dataset,Lime plaster,m3,1.0,1800.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/ddc96ae4-086c-4033-9e45-c5589f1661ba
lime_cement_plaster,dca9f05c-036b-40e5-ae81-c957c2420fd8,Lime-cement plaster,"Lime-cement plaster, generic",generic dataset,Lime-cement plaster,m3,1.0,1800.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/dca9f05c-036b-40e5-ae81-c957c2420fd8
lime_interior_plaster,eea7e352-bf1d-4e6d-9029-689d7936e6a7,Lime interior plaster,"Lime interior plaster, generic",generic dataset,Lime interior plaster,m3,1.0,900.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/eea7e352-bf1d-4e6d-9029-689d7936e6a7
masonry_mortar_lightweight,7c0535db-e6d1-4342-871d-74cde862d97a,Masonry Mortar - Lightweight Masonry Mortar,"Lightweight masonry mortar, industry average",average dataset,1 kg Mauermörtel-Leichtmörtel (1 kg Mauermörtel-Leichtmörtel),kg,1.0,1.0,2024,2029,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/7c0535db-e6d1-4342-871d-74cde862d97a
gypsum_interior_plaster,7e0c008a-009d-4357-92c1-afb2cec3bc0a,Gypsum interior plaster,"Gypsum interior plaster 1000 kg/m3, generic",generic dataset,Gypsum interior plaster,m3,1.0,900.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/7e0c008a-009d-4357-92c1-afb2cec3bc0a
gypsum_blocks,49151a25-7935-49a4-beca-4422b158c405,Massive gypsum blocks according to DIN EN 12859 / Tool,"Massive gypsum blocks EN 12859, industry average",average dataset,1 m2 = 84 kg Gips-Wandbauplatte (1 m2 = 84 kg Gips-Wandbauplatte),qm,1.0,850.0,2022,2027,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/49151a25-7935-49a4-beca-4422b158c405
calcium_sulfate_screed,3abc810c-ef3a-4ab4-b6d8-0217716e213e,Calcium sulfate screed,"Calcium sulfate screed, generic",generic dataset,Calcium sulfate screed,kg,1.0,1.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/3abc810c-ef3a-4ab4-b6d8-0217716e213e
brick_facing_generic,1401638f-b9d7-4b33-9444-b072e2756f49,Facing brick,"Facing brick, clay-based, generic",generic dataset,Facing brick,m3,1.0,1800.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/1401638f-b9d7-4b33-9444-b072e2756f49
brick_facing_avg,127a23f5-d954-41c9-8f8a-ecca18aca691,Facing bricks,"Facing bricks, industry average",average dataset,1 m² Vormauerziegel und Klinker (1 m² Vormauerziegel und Klinker),qm,1.0,1700.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/127a23f5-d954-41c9-8f8a-ecca18aca691
brick_plan_filled,b822aa09-3cb6-49a3-98f6-a3ebf325a70b,Plan bricks (filled with polystyrene),"Plan bricks filled with polystyrene, generic",generic dataset,1.3.02. Plan bricks (filled with polystyrene),m3,1.0,605.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/b822aa09-3cb6-49a3-98f6-a3ebf325a70b
brick_reuse,7f453b20-5b30-4707-bf43-32e2d07a51f9,DeFries Reuse-Brick,DeFries Reuse-Brick (reclaimed brick),average dataset,DeFries Reuse-Brick (DeFries Reuse-Brick),m3,1.0,1801.0,2024,2029,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/7f453b20-5b30-4707-bf43-32e2d07a51f9
clay_pavers,feaaff18-9f56-437b-aef1-3f63928c1138,Pavers,"Clay pavers, industry average",average dataset,Pflasterziegel und Pflasterklinker (Pflasterziegel und Pflasterklinker),qm,1.0,2000.0,2023,2028,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/feaaff18-9f56-437b-aef1-3f63928c1138
aac_P2_04,c5310f2b-23a1-4059-ba25-80d9b3e933f5,Aerated concrete P2 04 non-reinforced,"Aerated concrete P2 04, 380 kg/m3, generic",generic dataset,Aerated concrete P2 04 non-reinforced,m3,1.0,380.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/c5310f2b-23a1-4059-ba25-80d9b3e933f5
aac_P4_05,f1e6c40e-3f2e-4435-9fd8-abc2dd96c38c,Aerated concrete P4 05 non-reinforced,"Aerated concrete P4 05, 500 kg/m3, generic",generic dataset,Aerated concrete P4 05 non-reinforced,m3,1.0,472.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/f1e6c40e-3f2e-4435-9fd8-abc2dd96c38c
aac_granulate,01f45a03-460d-4e55-b5c9-72d3e8eda18e,Aerated concrete granulate,"Aerated concrete granulate 400 kg/m3, generic",generic dataset,Aerated concrete granulate,m3,1.0,400.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/01f45a03-460d-4e55-b5c9-72d3e8eda18e
expanded_clay_block_inner,5c400482-2153-45e8-a4d2-e10a9338909b,Expanded clay concrete block inner wall,"Expanded clay concrete block, inner wall, 700 kg/m3",generic dataset,Expanded clay concrete block inner wall,m3,1.0,701.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/5c400482-2153-45e8-a4d2-e10a9338909b
expanded_clay_block_outer,23fc083c-960d-4d31-a509-f383e01c3179,Expanded clay concrete block outer wall,"Expanded clay concrete block, outer wall, 500 kg/m3",generic dataset,Expanded clay concrete block outer wall,m3,1.0,501.0,2023,2026,DE,1.1,https://oekobaudat.de/OEKOBAU.DAT/resource/datastocks/cc64f7e1-14d8-4a57-b11b-2cf03d200c82/processes/23fc083c-960d-4d31-a509-f383e01c3179
